ID_INTERNO,CLIENTE,ID,NUMERO_COMPRA,ANO_COMPRA,SEQUENCIAL_COMPRA,ESTADO,UNIDADE,CNPJ,ORGAO,ESFERA,MUNICIPIO,VALOR_ESTIMADO,VALOR_HOMOLOGADO,DATA_PUBLICACAO,DATA_DISPUTA,MODALIDADE,MODO_DISPUTA,SITUACAO,SRP,LINK_PNCP,LINK_PORTAL,PORTAL
LDIG-C3CBD83BFEC3,Air Liquide,20/2026,20,2026.0,56.0,Minas Gerais,Unidade Única,18094839000100,MUNICIPIO DE IBERTIOGA,M,Ibertioga,410544.5,,2026-07-29T15:40:09,2026-08-18T09:00:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,True,https://pncp.gov.br/app/editais/18094839000100/2026/56,https://app2.licitardigital.com.br/pesquisa/108818,LDIG
AMM-06D356197F61,Divena,48/2026,48,2026.0,278.0,Minas Gerais,Unidade Única,18296699000144,MUNICIPIO DE QUARTEL GERAL,M,Quartel Geral,527000.0,,2026-08-11T08:02:24,2026-08-28T08:00:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,False,https://pncp.gov.br/app/editais/18296699000144/2026/278,https://app2.ammlicita.org.br/pesquisa/109991,AMM
AMM-06D356197F61,Mercedes,48/2026,48,2026.0,278.0,Minas Gerais,Unidade Única,18296699000144,MUNICIPIO DE QUARTEL GERAL,M,Quartel Geral,527000.0,,2026-08-11T08:02:24,2026-08-28T08:00:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,False,https://pncp.gov.br/app/editais/18296699000144/2026/278,https://app2.ammlicita.org.br/pesquisa/109991,AMM
AMM-7193835CB9CF,Divena,13/2026,13,2026.0,8.0,Minas Gerais,Unidade Única,18300996000116,MUNICIPIO DE ARAUJOS,M,Araújos,680000.0,,2026-08-14T10:58:13,2026-09-02T09:00:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,True,https://pncp.gov.br/app/editais/18300996000116/2026/8,https://app2.ammlicita.org.br/pesquisa/110493,AMM
AMM-7193835CB9CF,Mercedes,13/2026,13,2026.0,8.0,Minas Gerais,Unidade Única,18300996000116,MUNICIPIO DE ARAUJOS,M,Araújos,680000.0,,2026-08-14T10:58:13,2026-09-02T09:00:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,True,https://pncp.gov.br/app/editais/18300996000116/2026/8,https://app2.ammlicita.org.br/pesquisa/110493,AMM
LDIG-29EBCB447E57,Air Liquide,015/2026,015,2026.0,32.0,Minas Gerais,Unidade Única,18303180000146,MUNICIPIO DE CONGONHAS DO NORTE,M,Congonhas do Norte,306801.0,,2026-08-12T15:40:43,2026-08-25T09:00:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,True,https://pncp.gov.br/app/editais/18303180000146/2026/32,https://app2.licitardigital.com.br/pesquisa/110259,LDIG
MG-29B679492268,Air Liquide,000025/2026,000025,2026.0,51.0,Minas Gerais,MUNICIPIO DE RIO VERMELHO,18303255000199,MUNICIPIO DE RIO VERMELHO,M,Rio Vermelho,71735.16,,2026-08-12T11:17:06,2026-08-13T08:00:00,Pregão - Eletrônico,Fechado,Divulgada no PNCP,False,https://pncp.gov.br/app/editais/18303255000199/2026/51,,MG
COMPRASGOV-00305C68AF40,Divena,24/2026,24,2026.0,64.0,Minas Gerais,PREFEITURA MUNICIPAL DE ITAGUARA,18313015000175,MUNICIPIO DE ITAGUARA,M,Itaguara,1197675.22,,2026-08-12T15:50:45,2026-09-03T09:00:00,Pregão - Eletrônico,Aberto-Fechado,Divulgada no PNCP,False,https://pncp.gov.br/app/editais/18313015000175/2026/64,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=98464305000242026,COMPRASGOV
COMPRASGOV-00305C68AF40,Cabala,24/2026,24,2026.0,64.0,Minas Gerais,PREFEITURA MUNICIPAL DE ITAGUARA,18313015000175,MUNICIPIO DE ITAGUARA,M,Itaguara,1197675.22,,2026-08-12T15:50:45,2026-09-03T09:00:00,Pregão - Eletrônico,Aberto-Fechado,Divulgada no PNCP,False,https://pncp.gov.br/app/editais/18313015000175/2026/64,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=98464305000242026,COMPRASGOV
BNC-4A951ADE0F25,Air Liquide,00018/2026,00018,2026.0,52.0,Minas Gerais,Unidade Única,18349894000195,MUNICIPIO DE ALMENARA,M,Almenara,384942.4,,2026-08-11T08:54:21,2026-08-26T09:00:00,Pregão - Eletrônico,Aberto-Fechado,Divulgada no PNCP,True,https://pncp.gov.br/app/editais/18349894000195/2026/52,https://bnccompras.com/Process/ProcessView?param1=[gkz]AznpS838rYmU0b_1fYnILyxief5mQL/ygJz7KgzQOIYx3p0StAQCKm_doZhpiXWuj5yLMrItJRjLq7uXmLWJxrr_FJG3e5yD/6i_2Fo4WJU=,BNC
LDIG-96DDF5FC5DCE,Air Liquide,041/2026,041,2026.0,51.0,Minas Gerais,Unidade Única,18404764000108,MUNICIPIO DE PADRE PARAISO,M,Padre Paraíso,166409.5,,2026-07-14T07:06:21,2026-08-26T08:00:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,True,https://pncp.gov.br/app/editais/18404764000108/2026/51,https://app2.licitardigital.com.br/pesquisa/107077,LDIG
AMM-2F0AF33EB932,Air Liquide,69/2026,69,2026.0,106.0,Minas Gerais,SECRETARIA MUNICIPAL DE ADMINISTRACAO,18668376000134,MUNICIPIO DE MONTE BELO,M,Monte Belo,356099.76,,2026-08-12T13:39:35,2026-08-28T09:00:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,True,https://pncp.gov.br/app/editais/18668376000134/2026/106,https://app2.ammlicita.org.br/pesquisa/110214,AMM
COMPRASGOV-A42659FE04B7,Mercedes,22/2026,22,2026.0,67.0,Minas Gerais,PREFEITURA MUNICIPAL DE ITATIAIUCU - MG,18691766000125,MUNICIPIO DE ITATIAIUCU,M,Itatiaiuçu,1511555.37,,2026-08-13T13:00:54,2026-08-27T08:30:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,False,https://pncp.gov.br/app/editais/18691766000125/2026/67,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=98467305000222026,COMPRASGOV
COMPRASGOV-A42659FE04B7,Divena,22/2026,22,2026.0,67.0,Minas Gerais,PREFEITURA MUNICIPAL DE ITATIAIUCU - MG,18691766000125,MUNICIPIO DE ITATIAIUCU,M,Itatiaiuçu,1511555.37,,2026-08-13T13:00:54,2026-08-27T08:30:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,False,https://pncp.gov.br/app/editais/18691766000125/2026/67,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=98467305000222026,COMPRASGOV
LDIG-94B6F883EB66,Cabalas,0034/2026,0034,2026.0,75.0,Minas Gerais,Unidade Única,19229921000159,MUNICIPIO DE CAPELINHA,M,Capelinha,539000.0,,2026-08-11T14:15:23,2026-08-24T08:30:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,False,https://pncp.gov.br/app/editais/19229921000159/2026/75,https://app2.licitardigital.com.br/pesquisa/110083,LDIG
AL-D817BD02FD28,Air Liquide,031/2026,031,2026.0,17.0,Alagoas,FUNDO MUNICIPAL DE SAÚDE DE CAMPO ALEGRE,19296278000186,FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE CAMPO ALEGRE,M,Campo Alegre,1494710.29,,2026-08-13T15:16:52,2026-08-26T09:00:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,True,https://pncp.gov.br/app/editais/19296278000186/2026/17,,AL
LDIG-A2C7E40D0DAA,Mercedes,029/2026,029,2026.0,214.0,Minas Gerais,Unidade Única,19769660000160,MUNICIPIO DE CONSELHEIRO PENA,M,Conselheiro Pena,4740225.69,,2026-08-13T15:33:55,2026-08-26T09:00:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,False,https://pncp.gov.br/app/editais/19769660000160/2026/214,https://app2.licitardigital.com.br/pesquisa/110381,LDIG
LDIG-A2C7E40D0DAA,Divena,029/2026,029,2026.0,214.0,Minas Gerais,Unidade Única,19769660000160,MUNICIPIO DE CONSELHEIRO PENA,M,Conselheiro Pena,4740225.69,,2026-08-13T15:33:55,2026-08-26T09:00:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,False,https://pncp.gov.br/app/editais/19769660000160/2026/214,https://app2.licitardigital.com.br/pesquisa/110381,LDIG
LDIG-A2C7E40D0DAA,Rodobens,029/2026,029,2026.0,214.0,Minas Gerais,Unidade Única,19769660000160,MUNICIPIO DE CONSELHEIRO PENA,M,Conselheiro Pena,4740225.69,,2026-08-13T15:33:55,2026-08-26T09:00:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,False,https://pncp.gov.br/app/editais/19769660000160/2026/214,https://app2.licitardigital.com.br/pesquisa/110381,LDIG
LDIG-A20803DA5C75,Divena,000028/2026,000028,2026.0,55.0,Minas Gerais,Unidade Única,21154174000189,MUNICIPIO DE CARBONITA,M,Carbonita,0.0,,2026-08-14T13:25:12,2026-09-08T09:00:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,False,https://pncp.gov.br/app/editais/21154174000189/2026/55,https://app2.licitardigital.com.br/pesquisa/110508,LDIG
LDIG-A20803DA5C75,Cabala,000028/2026,000028,2026.0,55.0,Minas Gerais,Unidade Única,21154174000189,MUNICIPIO DE CARBONITA,M,Carbonita,0.0,,2026-08-14T13:25:12,2026-09-08T09:00:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,False,https://pncp.gov.br/app/editais/21154174000189/2026/55,https://app2.licitardigital.com.br/pesquisa/110508,LDIG
LDIG-323803730A3E,Divena,073/2026,073,2026.0,309.0,Minas Gerais,Unidade Única,23804149000129,MUNICIPIO DE PONTE NOVA,M,Ponte Nova,4441662.87,,2026-08-11T09:39:49,2026-08-24T09:00:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,False,https://pncp.gov.br/app/editais/23804149000129/2026/309,https://app2.licitardigital.com.br/pesquisa/109757,LDIG
LDIG-323803730A3E,Cabala,073/2026,073,2026.0,309.0,Minas Gerais,Unidade Única,23804149000129,MUNICIPIO DE PONTE NOVA,M,Ponte Nova,4441662.87,,2026-08-11T09:39:49,2026-08-24T09:00:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,False,https://pncp.gov.br/app/editais/23804149000129/2026/309,https://app2.licitardigital.com.br/pesquisa/109757,LDIG
COMPRASGOV-D3BA6C6DC34A,GCT,3/2026,3,2026.0,16.0,Paraíba,SUPERINTENDÊNCIA DE TRANSITO E TRANSP PUBLIC,35576651000109,SUPERINTENDENCIA DE TRANSPORTES PUBLICOS,M,Campina Grande,355650.0,,2026-08-12T15:50:40,2026-08-26T14:10:00,Pregão - Eletrônico,Aberto-Fechado,Divulgada no PNCP,False,https://pncp.gov.br/app/editais/35576651000109/2026/16,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=92763805000032026,COMPRASGOV
COMPRASGOV-AD6B91A3B6E6,Air Liquide,90014/2026,90014,2026.0,21.0,Rio de Janeiro,FUNDO MUNICIPAL DE SAÚDE DE VOLTA REDONDA-RJ,39563911000162,FUNDO MUNICIPAL DE SAUDE PMVR SMS,M,Volta Redonda,891015.44,,2026-02-12T07:11:24,2026-08-31T09:00:00,Pregão - Eletrônico,Aberto-Fechado,Divulgada no PNCP,False,https://pncp.gov.br/app/editais/39563911000162/2026/21,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=92685005900142026,COMPRASGOV
None-FCE4DEC14927,Editais,,,,,,,,,,,,,,,,,,,https://pncp.gov.br/app/editais/None/None/None,,
SP-EE55CFF986C6,Air Liquide,19/2026,19,2026.0,43.0,São Paulo,MUNICIPIO DE OCAUCU,44482248000101,MUNICIPIO DE OCAUCU,M,Ocauçu,215343.28,,2026-08-14T13:51:47,2026-08-31T08:59:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,True,https://pncp.gov.br/app/editais/44482248000101/2026/43,http://201.62.81.162:8079/comprasedital/,SP
LDIG-4381E0B2D96A,Air Liquide,159/2026,159,2026.0,337.0,São Paulo,PR 15,45226214000119,MUNICIPIO DE PINDAMONHANGABA,M,Pindamonhangaba,16486.44,,2026-08-12T16:20:07,2026-08-20T07:59:00,Dispensa,Dispensa Com Disputa,Divulgada no PNCP,False,https://pncp.gov.br/app/editais/45226214000119/2026/337,https://app2.licitardigital.com.br/pesquisa/109522,LDIG
BLL-18F8F2F1FAC4,Air Liquide,33/2026,33,2026.0,78.0,São Paulo,PREFEITURA MUNICIPAL DE PONTAL - SP,45352267000186,MUNICIPIO DE PONTAL,M,Pontal,47282.4,,2026-08-12T13:45:19,2026-08-27T08:59:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,True,https://pncp.gov.br/app/editais/45352267000186/2026/78,https://bllcompras.com/Process/ProcessView?param1=[gkz]VT167eVtLBWB7UfOpc3GaRBYmB865dx6zT/WGfH9TTZMYUGlb51bMxisnRjqAFF9rfGpwJaAdJQW7PsbVg8ZtvfoxyxxHztVfKH_ZA25nQk=,BLL
BLL-5689131328AF,ABB Brasil,09/2026,09,2026.0,78.0,São Paulo,SAMAE SERVIÇO AUTÔNOMO MUNICIPAL DE ÁGUA E ESGOTO,45509650000103,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO,M,Tietê,98142.61,,2026-08-12T14:00:09,2026-08-25T08:15:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,False,https://pncp.gov.br/app/editais/45509650000103/2026/78,https://bllcompras.com/Process/ProcessView?param1=[gkz]8gX8NhNuIs1rGFEMz4G766Urj0W460qwf1KifNSOtjrhpS62XMcgQdET6S8LBpaqFF7MxiLhFFF54cAEdvtX/g9AVrOeV0vNNdBjhz5TMLM=,BLL
BLL-5689131328AF,Danfoss,09/2026,09,2026.0,78.0,São Paulo,SAMAE SERVIÇO AUTÔNOMO MUNICIPAL DE ÁGUA E ESGOTO,45509650000103,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO,M,Tietê,98142.61,,2026-08-12T14:00:09,2026-08-25T08:15:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,False,https://pncp.gov.br/app/editais/45509650000103/2026/78,https://bllcompras.com/Process/ProcessView?param1=[gkz]8gX8NhNuIs1rGFEMz4G766Urj0W460qwf1KifNSOtjrhpS62XMcgQdET6S8LBpaqFF7MxiLhFFF54cAEdvtX/g9AVrOeV0vNNdBjhz5TMLM=,BLL
BLL-5689131328AF,Editais,09/2026,09,2026.0,78.0,São Paulo,SAMAE SERVIÇO AUTÔNOMO MUNICIPAL DE ÁGUA E ESGOTO,45509650000103,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO,M,Tietê,98142.61,,2026-08-12T14:00:09,2026-08-25T08:15:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,False,https://pncp.gov.br/app/editais/45509650000103/2026/78,https://bllcompras.com/Process/ProcessView?param1=[gkz]8gX8NhNuIs1rGFEMz4G766Urj0W460qwf1KifNSOtjrhpS62XMcgQdET6S8LBpaqFF7MxiLhFFF54cAEdvtX/g9AVrOeV0vNNdBjhz5TMLM=,BLL
SP-D1BE083E1296,Editais,486/2026/2026,486/2026,2026.0,199.0,São Paulo,Itapecerica da Serra,46523130000100,MUNICIPIO DE ITAPECERICA DA SERRA,M,Itapecerica da Serra,1181550.0,,2026-08-12T14:00:37,2026-08-28T08:59:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,True,https://pncp.gov.br/app/editais/46523130000100/2026/199,,SP
None-FCE4DEC14927,Editais,,,,,,,,,,,,,,,,,,,https://pncp.gov.br/app/editais/None/None/None,,
LDIG-1EDD0F6FBD1E,Rodobens,32/2026,32,2026.0,108.0,São Paulo,Unidade Única,48813638000178,MUNICIPIO DE REGENTE FEIJO,M,Regente Feijó,783333.33,,2026-08-13T13:11:11,2026-08-26T09:01:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,False,https://pncp.gov.br/app/editais/48813638000178/2026/108,https://app2.licitardigital.com.br/pesquisa/110305,LDIG
SP-B6AAFEFEA110,Rodobens,32 | Processo 2616/2026,32 | Processo 2616,2026.0,109.0,São Paulo,PREFEITURA MUNICIPAL REGENTE FEIJÓ,48813638000178,MUNICIPIO DE REGENTE FEIJO,M,Regente Feijó,783333.33,,2026-08-13T13:12:03,2026-08-26T08:30:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,False,https://pncp.gov.br/app/editais/48813638000178/2026/109, ,SP
COMPRASGOV-D416F565DD4A,Danfoss,9/2026,9,2026.0,265.0,São Paulo,SERVIÇO AUTONOMO AGUA E ESGOTO EM JACAREI,48962625000160,SAAE SERVICO AUTONOMO DE AGUA E ESGOTO DE JACAREI,M,Jacareí,11860133.79,,2026-08-14T09:07:49,2026-09-02T09:00:00,Pregão - Eletrônico,Aberto-Fechado,Divulgada no PNCP,True,https://pncp.gov.br/app/editais/48962625000160/2026/265,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=92664105000092026,COMPRASGOV
COMPRASGOV-D416F565DD4A,ABB Brasil,9/2026,9,2026.0,265.0,São Paulo,SERVIÇO AUTONOMO AGUA E ESGOTO EM JACAREI,48962625000160,SAAE SERVICO AUTONOMO DE AGUA E ESGOTO DE JACAREI,M,Jacareí,11860133.79,,2026-08-14T09:07:49,2026-09-02T09:00:00,Pregão - Eletrônico,Aberto-Fechado,Divulgada no PNCP,True,https://pncp.gov.br/app/editais/48962625000160/2026/265,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=92664105000092026,COMPRASGOV
COMPRASGOV-D416F565DD4A,Editais,9/2026,9,2026.0,265.0,São Paulo,SERVIÇO AUTONOMO AGUA E ESGOTO EM JACAREI,48962625000160,SAAE SERVICO AUTONOMO DE AGUA E ESGOTO DE JACAREI,M,Jacareí,11860133.79,,2026-08-14T09:07:49,2026-09-02T09:00:00,Pregão - Eletrônico,Aberto-Fechado,Divulgada no PNCP,True,https://pncp.gov.br/app/editais/48962625000160/2026/265,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=92664105000092026,COMPRASGOV
SP-75C8825BB21F,Air Liquide,61/2026,61,2026.0,241.0,São Paulo,SECRETARIA MUNICIPAL DE SAÚDE/FUNDO MUNICIPAL DE SAÚDE,64037815000128,MUNICIPIO DE CAJATI,M,Cajati,347780.8,,2026-08-13T17:34:52,2026-08-31T08:59:00,Pregão - Eletrônico,Aberto-Fechado,Divulgada no PNCP,True,https://pncp.gov.br/app/editais/64037815000128/2026/241,,SP
BLL-FAF403BE7674,Mercedes,0000018/2026,0000018,2026.0,71.0,Paraná,PREFEITURA MUNICIPAL DE ALVORADA DO SUL - PR,75132860000188,MUNICIPIO DE ALVORADA DO SUL,M,Alvorada do Sul,1236666.67,,2026-08-12T09:26:40,2026-08-26T08:30:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,False,https://pncp.gov.br/app/editais/75132860000188/2026/71,https://bllcompras.com/Process/ProcessView?param1=[gkz]B/GNyScZxet5L1rAunf5Fp0sEktFJWdII79mEG3iPNWKsyy3_kxrmUEHltuOJSjsVdAsmDqL3JFVOXp5uB74nSDOvTpNNN6gGI5XgNnoP9o=,BLL
BLL-FAF403BE7674,Divena,0000018/2026,0000018,2026.0,71.0,Paraná,PREFEITURA MUNICIPAL DE ALVORADA DO SUL - PR,75132860000188,MUNICIPIO DE ALVORADA DO SUL,M,Alvorada do Sul,1236666.67,,2026-08-12T09:26:40,2026-08-26T08:30:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,False,https://pncp.gov.br/app/editais/75132860000188/2026/71,https://bllcompras.com/Process/ProcessView?param1=[gkz]B/GNyScZxet5L1rAunf5Fp0sEktFJWdII79mEG3iPNWKsyy3_kxrmUEHltuOJSjsVdAsmDqL3JFVOXp5uB74nSDOvTpNNN6gGI5XgNnoP9o=,BLL
BLL-FAF403BE7674,Rodobens,0000018/2026,0000018,2026.0,71.0,Paraná,PREFEITURA MUNICIPAL DE ALVORADA DO SUL - PR,75132860000188,MUNICIPIO DE ALVORADA DO SUL,M,Alvorada do Sul,1236666.67,,2026-08-12T09:26:40,2026-08-26T08:30:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,False,https://pncp.gov.br/app/editais/75132860000188/2026/71,https://bllcompras.com/Process/ProcessView?param1=[gkz]B/GNyScZxet5L1rAunf5Fp0sEktFJWdII79mEG3iPNWKsyy3_kxrmUEHltuOJSjsVdAsmDqL3JFVOXp5uB74nSDOvTpNNN6gGI5XgNnoP9o=,BLL
PR-2C33FC1AEA54,Air Liquide,43 | Processo 108/2026,43 | Processo 108,2026.0,106.0,Paraná,PREFEITURA MUNICIPAL,75443812000100,MUNICIPIO DE GUAPIRAMA,M,Guapirama,548141.5,,2026-08-12T16:38:31,2026-08-26T08:00:00,Pregão - Eletrônico,Aberto-Fechado,Divulgada no PNCP,True,https://pncp.gov.br/app/editais/75443812000100/2026/106, ,PR
None-FCE4DEC14927,Air Liquide,,,,,,,,,,,,,,,,,,,https://pncp.gov.br/app/editais/None/None/None,,
COMPRASGOV-BBF42211BA63,Air Liquide,43/2026,43,2026.0,210.0,Paraná,PREFEITURA MUNICIPAL DA LAPA - PR,76020452000105,MUNICIPIO DA LAPA,M,Lapa,1592091.84,,2026-08-10T16:59:49,2026-08-31T09:30:00,Pregão - Eletrônico,Aberto-Fechado,Divulgada no PNCP,False,https://pncp.gov.br/app/editais/76020452000105/2026/210,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=98765705000432026,COMPRASGOV
COMPRASGOV-47D4B7E9F7DE,Air Liquide,41/2026,41,2026.0,394.0,Paraná,PREFEITURA MUNICIPAL DE CASCAVEL - PR,76208867000107,MUNICIPIO DE CASCAVEL,M,Cascavel,25833.99,,2026-08-12T08:38:18,2026-08-31T09:00:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,True,https://pncp.gov.br/app/editais/76208867000107/2026/394,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=98749305000412026,COMPRASGOV
BLL-95B6B1806A6B,Mercedes,74/2026,74,2026.0,155.0,Paraná,PREFEITURA MUNICIPAL DE MANDAGUAÇU - PR,76285329000108,MUNICIPIO DE MANDAGUACU,M,Mandaguaçu,1108333.33,,2026-08-12T14:52:31,2026-08-31T09:00:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,False,https://pncp.gov.br/app/editais/76285329000108/2026/155,https://bllcompras.com/Process/ProcessView?param1=[gkz]QZNmw1BYnXBzWd//P2L0gvQ1ZF_SsqiiaUdQotfDubyCwDZKKfD4AOPh6HFvA75LN4OHl7oWZs7dNaXasYCQG0MZSw783KeTeBYKRp1kd0A=,BLL
BLL-95B6B1806A6B,Rodobens,74/2026,74,2026.0,155.0,Paraná,PREFEITURA MUNICIPAL DE MANDAGUAÇU - PR,76285329000108,MUNICIPIO DE MANDAGUACU,M,Mandaguaçu,1108333.33,,2026-08-12T14:52:31,2026-08-31T09:00:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,False,https://pncp.gov.br/app/editais/76285329000108/2026/155,https://bllcompras.com/Process/ProcessView?param1=[gkz]QZNmw1BYnXBzWd//P2L0gvQ1ZF_SsqiiaUdQotfDubyCwDZKKfD4AOPh6HFvA75LN4OHl7oWZs7dNaXasYCQG0MZSw783KeTeBYKRp1kd0A=,BLL
BLL-67C3ADDE6A82,Divena,098/PMC/2026,098/PMC,2026.0,171.0,Santa Catarina,PREFEITURA MUNICIPAL DE CRICIÚMA - SC,82916818000113,MUNICIPIO DE CRICIUMA,M,Criciúma,3625000.0,,2026-08-13T14:29:45,2026-08-25T08:30:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,True,https://pncp.gov.br/app/editais/82916818000113/2026/171,https://bllcompras.com/Process/ProcessView?param1=[gkz]9WeVmDFXU4gj52PvPHRyADGiYs03wTljKmZ3ynY94R4lm/8yy/AsjEefqMcJJpl8WN9ukQaMu56KGFk1xl3yVqYd09E2S/84kue2ou5jPq0=,BLL
BLL-67C3ADDE6A82,Mercedes,098/PMC/2026,098/PMC,2026.0,171.0,Santa Catarina,PREFEITURA MUNICIPAL DE CRICIÚMA - SC,82916818000113,MUNICIPIO DE CRICIUMA,M,Criciúma,3625000.0,,2026-08-13T14:29:45,2026-08-25T08:30:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,True,https://pncp.gov.br/app/editais/82916818000113/2026/171,https://bllcompras.com/Process/ProcessView?param1=[gkz]9WeVmDFXU4gj52PvPHRyADGiYs03wTljKmZ3ynY94R4lm/8yy/AsjEefqMcJJpl8WN9ukQaMu56KGFk1xl3yVqYd09E2S/84kue2ou5jPq0=,BLL
COMPRASGOV-D1C9AB3FDD37,Air Liquide,5/2026,5,2026.0,470.0,Santa Catarina,PREFEITURA MUNICIPAL DE JOINVILLE,83169623000110,MUNICIPIO DE JOINVILLE,M,Joinville,2507611.2,,2026-08-12T08:14:52,2026-08-24T08:30:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,True,https://pncp.gov.br/app/editais/83169623000110/2026/470,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=45323005000052026,COMPRASGOV
RS-D9468E2FC2D2,Air Liquide,58 | Processo 331/2026,58 | Processo 331,2026.0,215.0,Rio Grande do Sul,EXECUTIVO MUNICIPAL,88821079000162,MUNICIPIO DE RIO PARDO,M,Rio Pardo,53857.2,,2026-07-01T10:17:05,2026-08-24T08:30:00,Pregão - Eletrônico,Aberto,Divulgada no PNCP,True,https://pncp.gov.br/app/editais/88821079000162/2026/215, ,RS
